Name,Age,GPA,Sports_Played,Credits_Completed,Major,Year
Nate Thomas,17,2.53,3,13,Marketing,Junior
Cal Jackson,17,1.02,3,38,Computer Science,Senior
Nate Brown,17,0.73,2,59,Marketing,Sophomore
Josh Wilson,17,4.08,1,60,Criminal Justice,Senior
Alice Lopez,14,1.33,2,34,Early College,Sophomore
Avery Davis,15,2.24,3,23,Marketing,Freshman
Azria Jackson,19,1.6,3,41,Criminal Justice,Freshman
Abby Davis,14,3.58,1,12,Computer Science,Senior
Gavin Wilson,15,2.71,3,38,Early Childhood Education,Freshman
Kelsey Thomas,14,0.62,2,44,Construction,Sophomore
Sujay Taylor,19,0.95,3,36,Computer Science,Junior
Dutch Taylor,15,0.99,2,40,Early Childhood Education,Senior
Sam Davis,16,3.9,0,20,Marketing,Senior
Nate Thomas,16,1.65,3,35,Computer Science,Sophomore
Alice Smith,15,3.51,1,10,Engineering,Sophomore
Abby Lopez,19,3.44,1,3,Construction,Freshman
Joe Anderson,15,1.37,3,29,Bio Med,Junior
Alice Garcia,15,3.59,2,32,Business,Junior
Dutch Anderson,17,1.92,0,39,Business,Senior
Azria Williams,18,2.85,1,26,Business,Senior
Kelsey Martinez,15,1.49,0,1,Early Childhood Education,Junior
Dutch Garcia,15,4.21,1,42,Bio Med,Junior
Josh Davis,19,2.1,2,24,Computer Science,Freshman
Kelsey Martinez,16,4.17,3,18,Early College,Sophomore
Kelsey Martin,18,0.35,3,28,Early College,Sophomore
Vihaan Smith,14,0.8,2,40,Bio Med,Freshman
Sam Jones,16,0.98,3,46,Business,Junior
Avery Jones,14,2.25,2,1,Engineering,Senior
Dutch Thomas,15,1.27,2,55,Construction,Freshman
Cal Gonzalez,17,4.24,3,60,Marketing,Senior
Josh Thomas,14,3.22,3,47,Criminal Justice,Freshman
Sam Garcia,14,3.25,1,13,Construction,Junior
Joe Williams,14,1.68,2,46,Computer Science,Freshman
Dutch Anderson,15,0.71,0,18,Early College,Freshman
Joe Taylor,14,3.97,3,37,Early Childhood Education,Sophomore
Vihaan Garcia,18,4.34,1,47,Engineering,Freshman
Dutch Miller,15,2.06,3,2,Engineering,Sophomore
Emm Williams,16,4.38,3,20,Culinary,Senior
Sujay Rodriguez,19,3.68,3,60,Culinary,Freshman
Cal Moore,18,1.32,0,15,Marketing,Junior
Josh Gonzalez,18,1.46,0,3,Early College,Sophomore
Sujay Williams,14,4.38,2,44,Early College,Freshman
Azria Jones,15,2.34,0,44,Business,Junior
Avery Brown,19,3.75,2,49,Marketing,Senior
Emm Brown,19,0.7,3,0,Bio Med,Freshman
Avery Miller,16,0.43,1,12,Engineering,Senior
Nate Hernandez,15,1.32,3,0,Bio Med,Senior
Sujay Anderson,18,3.04,3,36,Culinary,Junior
Manny Lopez,14,3.52,2,18,Business,Freshman
Josh Davis,14,1.23,1,0,Computer Science,Sophomore
Alice Lopez,19,3.69,3,2,Early College,Sophomore
Joe Wilson,17,1.37,2,47,Culinary,Sophomore
Abby Lopez,18,1.47,0,46,Culinary,Junior
Manny Martinez,16,0.88,1,48,Engineering,Freshman
Abby Miller,18,1.52,0,38,Bio Med,Junior
Josh Smith,15,3.96,0,44,Culinary,Senior
Vihaan Garcia,18,2.26,0,10,Culinary,Sophomore
Emm Thomas,18,2.79,1,22,Business,Sophomore
Sujay Gonzalez,19,3.17,0,8,Computer Science,Sophomore
Manny Jones,16,3.52,0,39,Construction,Senior
Abby Hernandez,14,1.42,0,25,Criminal Justice,Senior
Gavin Lopez,18,2.18,0,43,Culinary,Senior
Gavin Johnson,19,2.55,1,9,Culinary,Senior
Cal Davis,18,3.21,1,47,Bio Med,Senior
Joe Jones,15,1.91,2,28,Computer Science,Freshman
Dutch Smith,17,3.3,3,25,Early College,Freshman
Kelsey Williams,17,0.71,1,4,Engineering,Sophomore
Josh Smith,16,1.95,3,58,Early Childhood Education,Freshman
Avery Thomas,17,1.02,1,17,Criminal Justice,Freshman
Sam Garcia,14,0.59,3,43,Bio Med,Freshman
Sujay Rodriguez,18,1.98,2,24,Business,Junior
Dutch Jones,19,2.11,2,7,Engineering,Sophomore
Sam Anderson,17,1.87,0,50,Early College,Senior
Emm Jackson,16,0.38,1,4,Business,Freshman
Josh Jackson,14,4.35,3,15,Engineering,Junior
Sam Thomas,17,3.63,1,21,Construction,Freshman
Gavin Lopez,19,3.1,1,15,Computer Science,Freshman
Manny Anderson,16,4.0,2,38,Construction,Junior
Azria Miller,16,0.55,3,4,Construction,Senior
Sam Jones,15,1.35,2,59,Business,Sophomore
Avery Lopez,19,0.73,1,12,Computer Science,Sophomore
Cal Jones,16,4.22,3,0,Bio Med,Senior
Azria Martinez,16,0.53,2,25,Construction,Senior
Alice Rodriguez,15,1.32,2,39,Marketing,Senior
Azria Garcia,15,2.41,3,39,Computer Science,Freshman
Sam Jones,14,2.22,2,50,Marketing,Freshman
Dutch Rodriguez,16,3.22,0,16,Construction,Freshman
Cal Martinez,15,1.89,1,34,Construction,Senior
Vihaan Taylor,15,4.18,2,46,Engineering,Freshman
Sam Gonzalez,19,1.25,2,27,Engineering,Junior
Kelsey Jackson,19,3.47,2,27,Computer Science,Freshman
Joe Miller,19,4.12,3,12,Bio Med,Junior
Avery Martinez,19,1.67,1,21,Early Childhood Education,Senior
Sam Anderson,18,0.65,1,54,Early Childhood Education,Sophomore
Cal Rodriguez,15,2.65,0,23,Criminal Justice,Freshman
Vihaan Jones,17,2.61,2,21,Early Childhood Education,Freshman
Abby Taylor,16,2.02,3,24,Business,Freshman
Vihaan Davis,16,2.28,3,49,Bio Med,Junior
Sujay Hernandez,15,3.31,0,25,Early Childhood Education,Freshman
Josh Anderson,17,0.59,3,42,Computer Science,Sophomore
Emm Lopez,18,2.04,1,51,Bio Med,Junior
Kelsey Anderson,14,4.19,2,10,Marketing,Sophomore
Cal Gonzalez,16,2.44,2,56,Computer Science,Sophomore
Sujay Anderson,14,0.58,2,11,Criminal Justice,Senior
Josh Miller,19,1.34,0,10,Marketing,Senior
Sam Wilson,14,4.2,0,34,Marketing,Sophomore
Sam Hernandez,19,4.32,1,9,Business,Senior
Dutch Gonzalez,14,3.87,2,31,Early Childhood Education,Junior
Sam Jackson,14,1.61,2,38,Construction,Junior
Abby Thomas,19,2.49,3,56,Bio Med,Freshman
Alice Garcia,15,2.28,1,47,Early College,Freshman
Avery Davis,19,4.36,3,38,Marketing,Freshman
Josh Gonzalez,15,3.53,2,8,Early College,Senior
Josh Anderson,16,3.36,1,11,Culinary,Freshman
Alice Smith,16,2.92,0,1,Bio Med,Senior
Alice Brown,19,2.42,2,30,Engineering,Junior
Emm Taylor,16,1.98,3,28,Computer Science,Junior
Cal Williams,19,3.9,1,53,Computer Science,Junior
Alice Williams,16,2.43,0,40,Bio Med,Junior
Abby Martin,19,4.14,0,23,Bio Med,Freshman
Cal Jones,14,3.72,2,31,Early Childhood Education,Freshman
Cal Rodriguez,16,4.22,0,5,Bio Med,Senior
Gavin Davis,16,3.09,0,26,Engineering,Junior
Avery Smith,15,3.93,3,29,Culinary,Freshman
Sujay Garcia,19,3.96,3,30,Criminal Justice,Junior
Dutch Wilson,18,0.67,0,17,Marketing,Sophomore
Abby Davis,14,2.92,0,6,Culinary,Sophomore
Sujay Williams,17,2.93,1,5,Bio Med,Junior
Josh Davis,17,1.26,0,53,Marketing,Freshman
Cal Hernandez,16,2.02,1,23,Marketing,Sophomore
Sam Rodriguez,19,2.02,2,3,Marketing,Sophomore
Joe Jackson,19,0.96,2,14,Engineering,Freshman
Nate Garcia,15,2.25,0,27,Marketing,Senior
Joe Taylor,15,3.86,2,14,Early College,Junior
Sujay Anderson,19,3.28,0,1,Criminal Justice,Senior
Cal Thomas,18,1.42,1,50,Criminal Justice,Junior
Cal Moore,19,4.1,0,21,Marketing,Freshman
Nate Jones,18,3.8,2,13,Engineering,Junior
Nate Miller,17,2.29,0,53,Engineering,Sophomore
Gavin Martinez,17,3.12,3,30,Computer Science,Sophomore
Abby Wilson,17,2.72,2,34,Engineering,Junior
Josh Wilson,15,1.13,3,57,Early College,Sophomore
Kelsey Moore,17,2.64,0,34,Early College,Senior
Manny Miller,16,1.47,2,46,Early Childhood Education,Senior
Sam Smith,14,1.41,0,17,Engineering,Junior
Cal Wilson,17,3.32,3,56,Business,Freshman
Azria Lopez,16,3.51,3,56,Culinary,Freshman
Azria Martin,16,3.84,0,34,Computer Science,Senior
Abby Rodriguez,14,0.47,2,17,Criminal Justice,Junior
Joe Martin,18,4.23,2,12,Business,Freshman
Alice Johnson,15,0.36,1,39,Marketing,Freshman
Vihaan Williams,15,0.84,1,49,Early Childhood Education,Junior
Nate Davis,18,1.85,3,22,Business,Freshman
Vihaan Moore,19,4.24,2,48,Early Childhood Education,Junior
Emm Williams,18,1.91,2,27,Culinary,Senior
Josh Johnson,19,3.53,0,31,Early Childhood Education,Senior
Nate Martin,14,2.02,0,48,Computer Science,Freshman
Vihaan Jackson,19,0.59,3,0,Early Childhood Education,Junior
Gavin Martin,16,2.43,1,40,Early College,Sophomore
Manny Brown,19,4.28,1,59,Bio Med,Junior
Nate Wilson,18,3.49,2,39,Construction,Senior
Joe Davis,16,3.93,3,43,Culinary,Sophomore
Kelsey Anderson,19,3.17,1,13,Criminal Justice,Freshman
Joe Jones,16,2.37,3,46,Early Childhood Education,Junior
Kelsey Williams,18,2.66,1,13,Bio Med,Freshman
Nate Martin,14,1.54,3,33,Business,Junior
Manny Brown,15,3.32,2,24,Construction,Freshman
Azria Taylor,14,0.92,0,39,Early Childhood Education,Freshman
Josh Smith,18,1.33,0,24,Early College,Junior
Vihaan Martinez,16,1.1,2,12,Computer Science,Sophomore
Sujay Garcia,15,3.4,0,32,Early Childhood Education,Senior
Joe Lopez,19,0.33,2,3,Early Childhood Education,Freshman
Vihaan Williams,14,3.77,3,31,Early Childhood Education,Senior
Sujay Martinez,15,3.6,2,19,Bio Med,Sophomore
Manny Moore,18,3.38,0,15,Early Childhood Education,Junior
Gavin Hernandez,14,1.74,3,35,Criminal Justice,Junior
Gavin Smith,15,0.73,2,28,Early College,Junior
Dutch Taylor,17,4.04,0,35,Criminal Justice,Sophomore
Azria Thomas,16,4.13,3,17,Culinary,Sophomore
Manny Moore,16,2.0,0,37,Early College,Senior
Alice Moore,18,2.83,1,3,Early Childhood Education,Sophomore
Azria Davis,16,2.33,3,4,Marketing,Junior
Avery Davis,19,0.44,0,2,Marketing,Freshman
Avery Miller,16,3.85,2,22,Criminal Justice,Junior
Kelsey Martinez,18,1.24,3,23,Bio Med,Freshman
Sujay Davis,16,3.07,0,23,Computer Science,Freshman
Joe Thomas,15,1.78,3,14,Engineering,Freshman
Avery Brown,14,4.39,1,7,Early Childhood Education,Freshman
Abby Hernandez,16,1.07,2,30,Business,Freshman
Vihaan Smith,16,0.61,3,30,Marketing,Senior
Alice Brown,19,2.28,3,50,Construction,Freshman
Azria Martinez,16,4.16,2,31,Computer Science,Senior
Kelsey Taylor,18,3.22,0,36,Bio Med,Sophomore
Abby Taylor,16,0.89,1,31,Construction,Freshman
Avery Davis,15,2.08,1,37,Construction,Freshman
Emm Taylor,17,1.44,2,33,Early College,Freshman
Joe Wilson,18,0.4,1,45,Culinary,Freshman
Kelsey Thomas,18,1.97,3,42,Culinary,Freshman
Abby Williams,17,1.46,1,12,Bio Med,Senior
Sam Gonzalez,14,3.57,2,60,Computer Science,Junior
Dutch Smith,14,1.51,2,9,Early College,Senior
Sam Lopez,17,2.3,1,7,Engineering,Sophomore
Abby Rodriguez,14,3.58,2,32,Computer Science,Senior
Nate Taylor,14,4.17,0,48,Bio Med,Freshman
Manny Garcia,14,2.97,1,20,Culinary,Freshman
Abby Wilson,18,3.73,0,33,Computer Science,Junior
Josh Moore,19,0.92,1,21,Business,Senior
Josh Hernandez,17,3.77,2,48,Marketing,Junior
Alice Anderson,16,2.12,3,58,Construction,Freshman
Joe Taylor,19,2.16,1,4,Marketing,Freshman
Abby Gonzalez,15,1.33,3,19,Construction,Senior
Sujay Smith,15,3.67,3,36,Bio Med,Junior
Josh Jones,17,3.84,0,27,Criminal Justice,Sophomore
Abby Hernandez,19,0.78,0,44,Early Childhood Education,Junior
Manny Rodriguez,19,1.32,3,29,Business,Senior
Manny Anderson,19,1.36,3,12,Business,Sophomore
Josh Smith,19,3.47,3,46,Business,Senior
Abby Brown,19,1.94,0,7,Culinary,Junior
Nate Moore,14,3.42,0,15,Culinary,Freshman
Avery Thomas,16,3.83,1,32,Bio Med,Senior
Kelsey Garcia,18,0.86,1,16,Early College,Freshman
Emm Thomas,15,4.11,1,19,Early College,Junior
Nate Anderson,18,2.38,3,44,Early Childhood Education,Freshman
Manny Wilson,16,2.32,0,3,Bio Med,Freshman
Avery Rodriguez,17,2.22,3,24,Early Childhood Education,Sophomore
Joe Brown,14,2.31,2,56,Engineering,Senior
Abby Moore,18,2.95,2,42,Engineering,Freshman
Josh Martin,16,2.08,2,39,Computer Science,Junior
Nate Brown,15,3.25,2,4,Engineering,Junior
Dutch Thomas,16,1.39,1,24,Early Childhood Education,Freshman
Gavin Jones,15,2.19,0,26,Business,Junior
Kelsey Taylor,14,0.99,3,35,Early Childhood Education,Senior
Manny Jackson,15,0.86,1,2,Bio Med,Freshman
Manny Hernandez,16,3.96,2,60,Engineering,Senior
Avery Moore,17,1.58,1,31,Early Childhood Education,Senior
Dutch Gonzalez,14,2.09,0,34,Bio Med,Senior
Kelsey Rodriguez,14,1.18,2,18,Bio Med,Sophomore
Dutch Smith,15,1.24,2,52,Bio Med,Senior
Manny Jones,18,0.98,1,1,Bio Med,Junior
Manny Martinez,14,1.31,1,59,Marketing,Freshman
Sujay Martin,17,1.89,0,17,Early Childhood Education,Senior
Azria Anderson,17,2.96,0,59,Culinary,Senior
Cal Johnson,17,0.59,3,57,Engineering,Sophomore
Emm Jones,18,2.73,2,38,Bio Med,Freshman
Alice Rodriguez,19,1.82,2,12,Engineering,Senior
Abby Jackson,18,0.87,0,32,Marketing,Junior
Dutch Anderson,17,3.65,1,45,Culinary,Sophomore
Kelsey Jones,19,0.88,2,39,Criminal Justice,Senior
Nate Martinez,18,1.45,1,1,Criminal Justice,Freshman
Vihaan Gonzalez,18,1.93,3,7,Culinary,Freshman
Manny Taylor,14,2.31,1,38,Early College,Senior
Josh Smith,18,0.59,2,36,Engineering,Freshman
Manny Thomas,16,3.89,2,0,Criminal Justice,Junior
Josh Anderson,17,0.85,2,52,Criminal Justice,Senior
Sam Jackson,18,0.51,3,39,Business,Freshman
Joe Martinez,19,0.6,1,50,Criminal Justice,Sophomore
Cal Miller,19,0.86,3,24,Early College,Sophomore
Sujay Wilson,16,3.62,0,35,Early College,Sophomore
Cal Hernandez,18,2.67,3,44,Bio Med,Sophomore
Vihaan Miller,18,2.96,0,46,Early College,Sophomore
Joe Taylor,15,4.0,3,40,Criminal Justice,Sophomore
Joe Jackson,16,2.74,3,42,Criminal Justice,Sophomore
Joe Thomas,18,1.97,0,0,Early Childhood Education,Sophomore
Emm Moore,16,1.95,2,28,Bio Med,Junior
Sujay Brown,19,0.44,1,14,Computer Science,Junior
Sam Jones,15,2.56,0,50,Early Childhood Education,Sophomore
Manny Brown,19,3.75,3,12,Marketing,Freshman
Joe Moore,18,0.86,3,15,Engineering,Junior
Alice Davis,17,0.89,3,27,Early Childhood Education,Junior
Abby Martinez,18,1.85,1,35,Early College,Senior
Sam Davis,18,2.86,3,40,Criminal Justice,Sophomore
Cal Gonzalez,17,2.47,1,26,Culinary,Junior
Avery Jackson,18,4.14,3,39,Business,Senior
Vihaan Moore,17,2.38,3,17,Business,Sophomore
Azria Jackson,17,2.52,3,45,Construction,Senior
Abby Jones,18,3.76,3,6,Bio Med,Junior
Joe Hernandez,19,1.54,0,60,Bio Med,Junior
Joe Jones,18,1.02,0,7,Early College,Freshman
Kelsey Johnson,19,2.12,2,59,Business,Junior
Abby Martinez,18,0.87,2,34,Construction,Senior
Emm Rodriguez,15,2.6,1,15,Business,Sophomore
Sam Wilson,17,3.45,3,17,Engineering,Junior
Avery Jones,19,1.16,0,29,Culinary,Freshman
Joe Jones,16,1.84,1,28,Computer Science,Senior
Manny Moore,15,1.52,0,19,Bio Med,Junior
Alice Garcia,15,1.87,1,59,Construction,Senior
Alice Anderson,14,0.98,1,26,Computer Science,Freshman
Azria Wilson,15,3.9,1,56,Bio Med,Sophomore
Cal Garcia,16,3.85,1,22,Early Childhood Education,Sophomore
Avery Johnson,18,3.09,3,41,Marketing,Sophomore
Emm Thomas,17,0.44,2,17,Early Childhood Education,Sophomore
Nate Miller,14,3.3,3,11,Early Childhood Education,Junior
Nate Miller,16,2.9,0,43,Early Childhood Education,Sophomore
Vihaan Martinez,15,3.41,3,7,Bio Med,Freshman
Dutch Garcia,16,1.87,0,57,Criminal Justice,Senior
Azria Johnson,14,0.35,3,13,Culinary,Senior
Alice Taylor,14,0.34,0,29,Engineering,Junior
Emm Moore,18,2.0,3,40,Engineering,Senior
Vihaan Garcia,16,3.75,1,28,Culinary,Junior
Nate Jackson,19,3.18,1,60,Marketing,Freshman
Nate Martin,18,1.3,3,43,Business,Junior
Gavin Hernandez,19,0.85,1,17,Culinary,Senior
Joe Moore,18,0.46,0,52,Marketing,Freshman
Josh Gonzalez,14,1.95,3,14,Marketing,Sophomore
Abby Thomas,15,3.52,3,50,Marketing,Junior
Joe Rodriguez,14,3.84,3,39,Bio Med,Senior
Azria Martinez,14,1.24,2,14,Construction,Freshman
Josh Garcia,15,4.22,1,42,Business,Senior
Sam Garcia,14,2.12,2,49,Business,Freshman
Avery Brown,18,3.26,0,1,Computer Science,Junior
Abby Davis,19,2.79,1,2,Bio Med,Sophomore
Nate Gonzalez,18,0.88,2,38,Computer Science,Senior
Nate Lopez,18,0.82,1,27,Marketing,Freshman
Sujay Johnson,16,3.76,0,29,Engineering,Junior
Sujay Hernandez,15,1.41,2,11,Construction,Junior
Azria Martinez,15,0.55,0,20,Early College,Sophomore
Gavin Rodriguez,17,2.11,2,28,Early College,Junior
Nate Gonzalez,16,4.34,2,10,Marketing,Freshman
Joe Thomas,15,2.24,2,21,Early College,Senior
Sam Lopez,16,3.88,3,50,Bio Med,Senior
Emm Hernandez,16,1.15,0,12,Criminal Justice,Freshman
Abby Davis,19,3.03,3,44,Culinary,Freshman
Kelsey Williams,15,2.36,3,55,Criminal Justice,Junior
Azria Wilson,19,2.06,0,18,Criminal Justice,Freshman
Vihaan Anderson,14,2.32,3,23,Culinary,Freshman
Cal Jackson,15,1.44,3,46,Culinary,Junior
Emm Thomas,18,2.34,1,0,Computer Science,Sophomore
Kelsey Martin,18,2.93,0,6,Marketing,Junior
Emm Miller,17,2.76,0,38,Marketing,Sophomore
Avery Williams,17,2.53,3,50,Construction,Junior
Sujay Rodriguez,17,0.74,0,20,Computer Science,Sophomore
Nate Thomas,17,1.04,3,36,Business,Senior
Kelsey Smith,17,1.28,0,30,Criminal Justice,Sophomore
Manny Jones,15,0.47,1,56,Marketing,Junior
Sam Brown,17,2.65,0,23,Marketing,Sophomore
Avery Taylor,15,2.84,3,51,Culinary,Junior
Abby Moore,15,3.67,0,34,Construction,Sophomore
Vihaan Martin,14,0.79,1,26,Culinary,Freshman
Abby Gonzalez,14,2.03,3,50,Bio Med,Senior
Josh Johnson,16,2.96,3,50,Early College,Sophomore
Nate Moore,19,1.69,3,16,Computer Science,Freshman
Gavin Miller,19,1.74,0,9,Engineering,Freshman
Emm Martin,15,2.71,1,16,Early College,Junior
Cal Taylor,18,3.23,0,49,Culinary,Freshman
Vihaan Rodriguez,14,3.68,2,12,Bio Med,Freshman
Vihaan Moore,14,0.43,3,8,Business,Junior
Dutch Moore,14,1.77,1,58,Criminal Justice,Sophomore
Emm Martin,19,3.62,0,50,Business,Senior
Vihaan Moore,14,0.44,1,20,Early Childhood Education,Freshman
Gavin Taylor,16,3.21,0,28,Early Childhood Education,Sophomore
Alice Smith,17,2.94,1,10,Criminal Justice,Sophomore
Avery Jackson,17,3.46,0,50,Construction,Sophomore
Abby Anderson,17,1.42,0,23,Construction,Senior
Sujay Moore,18,4.06,0,54,Culinary,Junior
Emm Taylor,19,0.53,1,18,Bio Med,Freshman
Azria Garcia,16,0.78,3,10,Criminal Justice,Freshman
Abby Davis,17,2.3,0,20,Engineering,Freshman
Gavin Hernandez,19,4.25,2,55,Marketing,Sophomore
Azria Hernandez,15,0.41,2,22,Criminal Justice,Sophomore
Vihaan Martinez,14,2.22,0,57,Engineering,Senior
Joe Smith,14,0.88,2,5,Bio Med,Junior
Emm Brown,14,2.55,2,24,Bio Med,Senior
Gavin Jones,18,3.73,1,40,Early College,Senior
Alice Rodriguez,18,0.34,3,48,Early Childhood Education,Senior
Josh Williams,14,1.68,3,27,Computer Science,Sophomore
Sam Wilson,17,3.59,2,37,Bio Med,Junior
Josh Rodriguez,19,3.69,1,48,Engineering,Junior
Abby Moore,14,1.18,2,33,Culinary,Sophomore
Josh Davis,15,0.48,0,16,Computer Science,Freshman
Cal Rodriguez,14,2.19,0,2,Early College,Freshman
Sam Jackson,19,2.4,0,36,Construction,Senior
Sam Moore,19,2.55,0,5,Early College,Sophomore
Josh Hernandez,14,2.96,3,24,Computer Science,Junior
Josh Anderson,18,1.9,1,2,Marketing,Freshman
Cal Moore,16,2.72,1,15,Early College,Junior
Nate Martinez,19,1.5,1,39,Marketing,Freshman
Emm Wilson,14,0.43,3,12,Culinary,Senior
Emm Williams,15,3.61,0,39,Bio Med,Senior
Manny Garcia,16,4.2,2,17,Computer Science,Junior
Emm Lopez,14,3.85,0,35,Early Childhood Education,Senior
Azria Smith,16,4.19,2,4,Marketing,Junior
Abby Martinez,15,3.08,0,40,Marketing,Senior
Josh Jackson,16,2.54,3,32,Construction,Freshman
Gavin Martinez,17,2.71,1,36,Early Childhood Education,Sophomore
Sujay Wilson,14,2.94,0,39,Bio Med,Freshman
Joe Johnson,16,3.78,0,4,Criminal Justice,Junior
Emm Wilson,19,3.55,1,39,Business,Senior
Gavin Martin,15,4.22,3,47,Criminal Justice,Senior
Azria Rodriguez,19,3.77,3,42,Marketing,Senior
Emm Brown,14,0.48,2,17,Culinary,Junior
Gavin Hernandez,19,0.35,1,26,Computer Science,Sophomore
Kelsey Williams,15,0.71,2,48,Business,Sophomore
Sam Gonzalez,18,2.69,3,27,Business,Senior
Alice Smith,14,4.07,2,17,Computer Science,Junior
Gavin Brown,15,4.13,3,48,Criminal Justice,Freshman
Sujay Williams,15,3.74,1,28,Engineering,Sophomore
Sujay Taylor,19,3.77,0,43,Criminal Justice,Freshman
Emm Gonzalez,18,0.38,1,2,Bio Med,Freshman
Cal Garcia,18,0.55,0,18,Construction,Senior
Azria Johnson,16,0.32,2,22,Computer Science,Sophomore
Vihaan Moore,18,2.55,2,47,Criminal Justice,Junior
Nate Hernandez,18,0.89,2,60,Culinary,Senior
Dutch Martin,18,3.21,2,39,Culinary,Sophomore
Gavin Martinez,18,2.28,3,60,Early Childhood Education,Freshman
Sam Moore,15,3.77,0,17,Bio Med,Junior
Emm Smith,18,3.66,0,57,Bio Med,Junior
Abby Williams,17,1.99,2,55,Engineering,Junior
Abby Davis,15,1.78,3,30,Criminal Justice,Junior
Sujay Williams,19,3.09,1,43,Computer Science,Sophomore
Sam Davis,14,3.23,0,43,Early College,Senior
Azria Miller,16,4.25,2,36,Engineering,Sophomore
Josh Gonzalez,14,4.22,3,38,Culinary,Sophomore
Dutch Smith,17,1.64,0,51,Construction,Senior
Sujay Thomas,16,0.71,0,14,Early Childhood Education,Junior
Emm Johnson,17,1.43,2,13,Engineering,Sophomore
Alice Lopez,15,2.56,3,32,Early College,Senior
Azria Wilson,16,3.64,1,49,Computer Science,Freshman
Sam Williams,17,1.04,3,0,Early Childhood Education,Sophomore
Gavin Anderson,16,2.43,3,20,Bio Med,Senior
Azria Martinez,14,2.12,0,46,Marketing,Junior
Manny Thomas,15,0.73,2,39,Engineering,Sophomore
Alice Anderson,17,3.91,0,5,Marketing,Sophomore
Joe Wilson,18,3.62,0,54,Business,Senior
Azria Taylor,16,2.62,0,9,Early Childhood Education,Sophomore
Azria Garcia,16,2.0,0,59,Bio Med,Junior
Gavin Moore,14,1.52,3,6,Bio Med,Freshman
Avery Davis,18,1.58,3,24,Bio Med,Junior
Gavin Garcia,15,1.24,1,0,Bio Med,Sophomore
Sujay Jackson,14,2.56,0,39,Early College,Freshman
Avery Wilson,14,3.83,1,28,Early College,Freshman
Sujay Thomas,18,1.19,0,57,Early Childhood Education,Senior
Abby Brown,14,0.37,0,56,Culinary,Senior
Emm Johnson,15,2.56,3,48,Criminal Justice,Freshman
Josh Thomas,16,4.04,3,24,Business,Senior
Gavin Martinez,14,0.96,2,13,Bio Med,Junior
Manny Miller,19,3.79,3,17,Early Childhood Education,Junior
Manny Smith,19,3.09,1,7,Early Childhood Education,Senior
Josh Brown,16,2.68,3,48,Bio Med,Freshman
Cal Brown,16,0.82,3,35,Criminal Justice,Sophomore
Alice Anderson,18,2.1,1,22,Business,Junior
Abby Hernandez,17,0.61,0,25,Marketing,Senior
Emm Gonzalez,15,1.27,3,39,Early College,Freshman
Azria Jackson,15,1.01,1,59,Engineering,Freshman
Manny Moore,19,0.52,2,26,Early College,Junior
Sam Martin,15,2.2,3,27,Early College,Sophomore
Dutch Jones,14,1.03,0,21,Criminal Justice,Junior
Vihaan Hernandez,15,1.38,1,3,Marketing,Senior
Cal Moore,16,3.84,0,53,Early College,Senior
Sujay Hernandez,19,4.3,0,18,Culinary,Senior
Abby Hernandez,15,1.54,1,16,Business,Sophomore
Emm Miller,19,4.35,2,38,Bio Med,Freshman
Manny Gonzalez,18,0.87,2,45,Culinary,Senior
Abby Martin,16,1.91,3,6,Early Childhood Education,Freshman
Cal Hernandez,18,3.27,2,57,Bio Med,Junior
Abby Moore,16,2.2,2,51,Culinary,Freshman
Sujay Rodriguez,15,0.62,0,34,Computer Science,Junior
Avery Johnson,16,3.34,2,38,Business,Freshman
Abby Rodriguez,15,0.87,3,37,Engineering,Sophomore
Kelsey Smith,18,2.99,1,4,Early Childhood Education,Freshman
Sujay Davis,17,3.14,3,48,Early Childhood Education,Junior
Sam Garcia,17,2.17,3,15,Business,Sophomore
Cal Johnson,19,0.72,3,54,Bio Med,Freshman
